# CSV-File created with merge-csv.com
# -----------------------------------------------------------

"State","District","Block","Village","Scheme","Cycle","N","P","K","OC","ph","EC","S","Fe","Zn","Cu","B","Mn"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Sadan Khedi","","2025-26","30","70.39","58.84","33.46","7","100","84.62","100","34.62","96.15","76.92","76.92"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Salkan Khedi","","2025-26","30","69.28","51.43","35.72","7","95.24","90.48","97.62","57.14","97.62","78.57","61.9"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Semali Kheda","","2025-26","30","78.75","58.12","39.38","7","100","87.5","93.75","81.25","100","87.5","50"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Shekhpur Bongi","","2025-26","30","71.25","56.25","37.5","7","87.5","87.5","87.5","0","87.5","75","87.5"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Sherpura","","2025-26","30","69.44","58.33","46.11","6.97","98.15","72.22","70.37","85.19","100","81.48","62.96"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Shyampur Nanukhedi","","2025-26","30","64.93","57.72","34.94","7","100","67.09","74.68","67.09","89.87","77.22","32.91"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Sukaliya","","2025-26","30","69.13","56.09","31.3","7","100","86.96","91.3","69.57","91.3","86.96","60.87"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Tigariya","","2025-26","30","64.28","60","30","7","100","42.86","42.86","28.57","85.71","28.57","14.29"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Tilya Khedi","","2025-26","30","75","59.6","40.54","7","100","95.95","100","28.38","100","55.41","81.08"
"PUNJAB","SHAJAPUR","KALAPIPAL - 4002","Tilya Khedi","","2025-26","30","75","59.6","40.54","7","100","95.95","100","28.38","100","55.41","81.08"
